t,x,y,z,vx,vy,l2_actual,cy_pos_y,cy_neg_y
3.354,0.3298319969170027,-0.5611068534448741,0.24962562907716826,0.10859871336346882,-0.19142795988418654,0.5788000000000001,-0.30860439494944025,-0.8136093119403079
3.356,0.3301152311848282,-0.5614336574090457,0.24965447145321049,0.14161713391274988,-0.16340198208583295,0.5788000000000001,-0.30895157902285864,-0.8139157357952328
3.358,0.3303740589854285,-0.5617651483497327,0.249684593214248,0.1294139003001316,-0.1657454703434778,0.5787999999999999,-0.3093165601895573,-0.814213736509908
3.36,0.33060987475266923,-0.5620993699193748,0.24970119490693612,0.11790788362037673,-0.16711078482107655,0.5787999999999998,-0.3096941098296601,-0.8145046300090895
3.362,0.3308289564841252,-0.5624366052260912,0.24969829327573242,0.10954086572797611,-0.16861765335818268,0.5788,-0.31008095110209943,-0.8147922593500829
3.364,0.3310217694258386,-0.5627862541973225,0.24970650642099582,0.09640647085670319,-0.1748244856156551,0.5787999999999999,-0.31048551224308646,-0.8150869961515586
3.366,0.33119537478935657,-0.5631429550353301,0.24971219757876395,0.08680268175896726,-0.17835041900379375,0.5788000000000001,-0.31090086700083885,-0.8153850430698213
3.368,0.33140925299892027,-0.5634304794355559,0.24986498729905898,0.1069391047818499,-0.14376220011290655,0.5788,-0.31123678800496624,-0.8156241708661456
3.37,0.3316144419397291,-0.5637180025067849,0.24998723402856302,0.1025944704044318,-0.14376153561452734,0.5788,-0.31157725602909814,-0.8158587489844717
3.372,0.33181245765015965,-0.5640056341743187,0.2500775224718913,0.09900785521528163,-0.14381583376690626,0.5788,-0.31192148400956565,-0.8160897843390718
